nome_territorio,dominio_orcrim,geometria
TERRA ABENÇOADA,CV,"POLYGON((-43.2894178999999 -22.8514779, -43.2891174 -22.8514532, -43.2890692 -22.8513444, -43.289273 -22.8510231, -43.2892355 -22.8503112999999, -43.289552 -22.8499049, -43.289611 -22.8495647999999, -43.2897665 -22.8494066, -43.2897129999999 -22.8492128, -43.2898739 -22.8492474, -43.2901368 -22.8491189, -43.2907054 -22.8486641, -43.2912471999999 -22.8492424, -43.2917568 -22.8497813, -43.2922771999999 -22.8499146999999, -43.2921054999999 -22.8506217, -43.2922611 -22.8508342, -43.292717 -22.8510813999999, -43.2928726 -22.8517684999999, -43.2928403999999 -22.8520255999999, -43.2925185999999 -22.8521244999999, -43.2922020999999 -22.8522283, -43.292025 -22.8523074, -43.2918748 -22.8523963, -43.2915637 -22.852342, -43.2913652 -22.8522975, -43.2911721 -22.8524803999999, -43.2910165 -22.8521886999999, -43.2907698 -22.8521986, -43.2905122999999 -22.8521393, -43.2902065 -22.8522826, -43.2899222 -22.8521145999999, -43.2898362999999 -22.8518328, -43.2896218 -22.8518723, -43.2894446999999 -22.8519267, -43.2892462999999 -22.8519267, -43.2892194 -22.8517239999999, -43.2894338999999 -22.8515866999999, -43.2894178999999 -22.8514779))"
RELICÁRIO (COMPLEXO DO ALEMÃO),CV,"POLYGON((-43.2871512999999 -22.8598957, -43.2871833999999 -22.8602564999999, -43.2867328 -22.8605876999999, -43.2866870999999 -22.8609706999999, -43.2862982999999 -22.8610474, -43.2862125 -22.860736, -43.2859443 -22.8607557999999, -43.2855150999999 -22.8605876999999, -43.2851636 -22.8607135999999, -43.2841605 -22.8602885, -43.2835436 -22.8602984, -43.2822346 -22.860422, -43.2814567999999 -22.8603181999999, -43.2814139 -22.8601303999999, -43.2814729 -22.8598436999999, -43.2816713999999 -22.8597053, -43.2819663999999 -22.859641, -43.2820576 -22.8594383, -43.2823579999999 -22.8594186, -43.2827763999999 -22.8590379, -43.2829052 -22.8591021999999, -43.2831573 -22.8588549999999, -43.2831573 -22.8586819999999, -43.2834685 -22.8584546, -43.2834041 -22.8582767, -43.2837099 -22.8582024999999, -43.2841015 -22.8582223, -43.284375 -22.8582469999999, -43.2844876999999 -22.8581629999999, -43.2845091999999 -22.8579801, -43.2846594 -22.8577774, -43.28489 -22.8577526999999, -43.2849115 -22.8579948999999, -43.2847988 -22.8581976, -43.2851421999999 -22.8582519999999, -43.2853888999999 -22.8582420999999, -43.2856839999999 -22.8580838999999, -43.2858770999999 -22.8582569, -43.2857591 -22.8584150999999, -43.2854962 -22.8585831999999, -43.2858019999999 -22.8585485999999, -43.2859789999999 -22.8585682999999, -43.286435 -22.858514, -43.2867621999999 -22.8584448, -43.2870465 -22.8584102, -43.2872987 -22.8584349, -43.2873738 -22.8583014, -43.2875293 -22.8583063999999, -43.2875079 -22.8585931, -43.2873362 -22.8587562, -43.2874113 -22.8589984, -43.2874006 -22.859295, -43.2874649 -22.8594482, -43.2874917999999 -22.8595766999999, -43.2873577 -22.8596904, -43.2873307999999 -22.859903, -43.2871512999999 -22.8598957))"
COMUNIDADE SÃO JORGE,CV,"POLYGON((-43.6132059 -22.6736696999999, -43.6130985999999 -22.6731945, -43.6124763 -22.6733331, -43.6124227 -22.6735806, -43.6114034 -22.6735608, -43.6112639999999 -22.6731846, -43.6066398 -22.6732934999999, -43.6063071999999 -22.6743132999999, -43.6047194 -22.674056, -43.6052773 -22.6723532, -43.6052986999999 -22.6689079999999, -43.6058136999999 -22.6686506, -43.6057708 -22.6678982, -43.6059425 -22.6674427999999, -43.6059854 -22.6666309999999, -43.6058136999999 -22.6656608, -43.6053201999999 -22.6644133999999, -43.6057923 -22.6640768, -43.607702 -22.6639976, -43.6085603 -22.6642747999999, -43.6090753 -22.6635618999999, -43.6095043999999 -22.6636609, -43.6092469 -22.665443, -43.6095043999999 -22.6667696, -43.6100623 -22.6668883999999, -43.6103841999999 -22.6671656, -43.6111137999999 -22.6671259999999, -43.6115644 -22.6675418, -43.6131093 -22.6672052, -43.6143109999999 -22.6668091999999, -43.6164138 -22.6680764, -43.6162851 -22.6685714, -43.6161777999999 -22.6695812, -43.6167356999999 -22.6698979999999, -43.6169073 -22.6706108, -43.6176584 -22.6702544, -43.6180446 -22.6704523999999, -43.6194179 -22.6706503999999, -43.6184307999999 -22.6713235999999, -43.6184522999999 -22.6719572, -43.6187742 -22.6729076, -43.6183665 -22.6732244, -43.6178944 -22.6729076, -43.61783 -22.6735808, -43.6171648 -22.6740361999999, -43.6148259 -22.6751052999999, -43.6143109999999 -22.6749667, -43.6132059 -22.6736696999999))"
ARVORE SECA (COMPLEXO DO LINS),CV,"POLYGON((-43.2804249 -22.9133093, -43.2802048999999 -22.9139565, -43.2800063999999 -22.9139367, -43.2800869 -22.9149447, -43.2802318 -22.9150731, -43.2801297999999 -22.9160861, -43.2800225 -22.9161799, -43.2800172 -22.9162638999999, -43.2799044999999 -22.9163725999999, -43.2798509 -22.9165159, -43.2798509 -22.9166642, -43.2794003 -22.9169408999999, -43.2792929999999 -22.917178, -43.2790783999999 -22.9171534999999, -43.2782523 -22.9169213, -43.2778284999999 -22.9168372999999, -43.2772383999999 -22.9167581999999, -43.2767663 -22.9166049999999, -43.2768522 -22.9163579999999, -43.2768897 -22.9162097999999, -43.2770184999999 -22.9160269, -43.2770882 -22.9157008, -43.2770614 -22.9155081, -43.2772115999999 -22.9145149999999, -43.2773296 -22.9140604, -43.278837 -22.9145743, -43.2796202 -22.9129485999999, -43.2802048999999 -22.9130969, -43.2804088 -22.9130969, -43.2804249 -22.9133093))"
PARQUE ROSÁRIO,CV,"POLYGON((-43.3281555999999 -22.7328704, -43.3281555999999 -22.7339390999999, -43.3281342 -22.7356015, -43.3275548 -22.7363535, -43.325237 -22.7389565, -43.3225562 -22.7410212, -43.321358 -22.7396267, -43.3205163 -22.7402446999999, -43.3188319 -22.7385725, -43.3189712999999 -22.7383745999999, -43.3170186999999 -22.7362173999999, -43.3150234999999 -22.7340771, -43.315796 -22.7335031, -43.3150021 -22.7325140999999, -43.3147875 -22.7318802999999, -43.3152297999999 -22.7319418, -43.3168820999999 -22.7312095999999, -43.3172039 -22.7307147999999, -43.318324 -22.7301189, -43.3189677999999 -22.7305939, -43.3207702 -22.7288917999999, -43.3222977 -22.7293079999999, -43.3242074 -22.7295851, -43.3264176 -22.7294267, -43.3279625 -22.7293872, -43.3281342 -22.7300402999999, -43.3282199999999 -22.7309902, -43.3280483 -22.7323162, -43.3281555999999 -22.7328704))"
SANTA EUGENIA,CV,"POLYGON((-43.5717222 -22.7194001, -43.5718869999999 -22.7196602, -43.572323 -22.7204490999999, -43.5724303 -22.7215376999999, -43.5722517 -22.7218174999999, -43.5721942 -22.7222106, -43.5718869999999 -22.7220945999999, -43.5713504999999 -22.7218571, -43.5708354999999 -22.7218571, -43.570578 -22.7220945999999, -43.5707712 -22.7223915, -43.5704277999999 -22.7226487999999, -43.5699342999999 -22.722728, -43.5691833 -22.7231634, -43.5684323 -22.723203, -43.5674452 -22.7230446999999, -43.5675525 -22.7228072, -43.5698055999999 -22.7185914, -43.5717222 -22.7194001))"
VILA DA USINA,CV,"POLYGON((-43.4614548 -22.8869614999999, -43.4608914999999 -22.8863881999999, -43.4606929999999 -22.8862844, -43.4606769 -22.8864177999999, -43.4605696 -22.8865610999999, -43.4602369999999 -22.8866846999999, -43.4601082999999 -22.8865364, -43.4596898999999 -22.8856271, -43.459706 -22.8853354999999, -43.4617122999999 -22.8853849, -43.4620179999999 -22.8852762, -43.4619215 -22.8856716, -43.4618141999999 -22.8858791, -43.461664 -22.8861805999999, -43.4615621 -22.8866254, -43.4615352 -22.8869862, -43.4614548 -22.8869614999999))"
BARREIRA DO LINS,CV,"POLYGON((-43.2744829 -22.9077237999999, -43.2739678999999 -22.9073185999999, -43.27363 -22.9071999999999, -43.2737104 -22.9069924999999, -43.2736836 -22.9070419, -43.2734528999999 -22.9069134, -43.2731793 -22.9066516, -43.2726213999999 -22.9070270999999, -43.2720366999999 -22.9066763, -43.272482 -22.9059351, -43.2725839 -22.9058115, -43.2728681999999 -22.9058954999999, -43.2730559999999 -22.9056434999999, -43.2733403 -22.9057867999999, -43.2733992999999 -22.9055447, -43.2743541999999 -22.9058461, -43.2742415 -22.9062562, -43.2749335 -22.9065773999999, -43.2751964 -22.9066860999999, -43.2750837 -22.9069036, -43.2744829 -22.9077237999999))"
MORRO VELHA CIGANA,CV,"POLYGON((-43.2990736 -22.8469375, -43.3009405 -22.8482524999999, -43.300483 -22.8489792999999, -43.3010892 -22.8500619, -43.2995442 -22.8509071999999, -43.2993097 -22.8506846, -43.2987932 -22.8508479, -43.298623 -22.8505759, -43.2984192 -22.8504670999999, -43.2979149 -22.8501112, -43.2978075999999 -22.8495872, -43.2978826999999 -22.8491026999999, -43.2977111 -22.8490434, -43.2974429 -22.8483909, -43.2981938999999 -22.8471451, -43.2983700999999 -22.8468819, -43.2990736 -22.8469375))"
VILA TURISMO,CV,"POLYGON((-43.253477 -22.8801123, -43.2528601999999 -22.8792473, -43.2526902 -22.8791879999999, -43.2523075 -22.8790668999999, -43.2519864 -22.8788395, -43.2521515 -22.8785933999999, -43.252338 -22.8781198999999, -43.25245 -22.877764, -43.2525573 -22.8774701, -43.2526109999999 -22.877191, -43.2527641 -22.8763809, -43.2529534 -22.8757629999999, -43.2531615 -22.8752489, -43.2539753999999 -22.8757679, -43.2546470999999 -22.8762027999999, -43.2545143 -22.8763832, -43.2543922 -22.8765093, -43.2545076 -22.8765734999999, -43.2544286 -22.8766674, -43.2544452999999 -22.8766995, -43.2546950999999 -22.8769083, -43.254725 -22.877043, -43.2547703 -22.8771391999999, -43.2556094999999 -22.8776801999999, -43.25532 -22.8781274, -43.2550947999999 -22.8785487, -43.254985 -22.8787475999999, -43.2547097 -22.8791525, -43.2542556 -22.8794986999999, -43.2540438999999 -22.8797061, -43.2538509999999 -22.8799284, -43.2536583 -22.8802530999999, -43.253477 -22.8801123))"
COMUNIDADE FINAL FELIZ,CV,"POLYGON((-43.3874 -22.828029, -43.386767 -22.827802, -43.386199 -22.827446, -43.385351 -22.826269, -43.3852009999999 -22.8255569999999, -43.384922 -22.8252409999999, -43.3857369999999 -22.824489, -43.385802 -22.82352, -43.386231 -22.8230649999999, -43.3872519999999 -22.8224729999999, -43.389023 -22.822651, -43.390565 -22.8229269999999, -43.390501 -22.823461, -43.3906299999999 -22.8244299999999, -43.390029 -22.8247069999999, -43.3900819999999 -22.826941, -43.389825 -22.8268419999999, -43.389203 -22.8271099999999, -43.38769 -22.828365, -43.3874 -22.828029))"
LOCALIDADE RUA 2,CV,"POLYGON((-43.247013 -22.9903169999999, -43.246745 -22.990623, -43.2466209999999 -22.990847, -43.246101 -22.99065, -43.245934 -22.990576, -43.245688 -22.990428, -43.245505 -22.990398, -43.2455699999999 -22.9902349999999, -43.245532 -22.990126, -43.2452479999999 -22.9900969999999, -43.245173 -22.989929, -43.245044 -22.989968, -43.244813 -22.989904, -43.244722 -22.989746, -43.244615 -22.9893999999999, -43.244481 -22.989232, -43.2439869999999 -22.9889019999999, -43.2453659999999 -22.988506, -43.2457949999999 -22.988694, -43.2457949999999 -22.9887629999999, -43.2456549999999 -22.9889459999999, -43.2455909999999 -22.9891039999999, -43.245672 -22.989316, -43.245886 -22.989455, -43.246208 -22.9895289999999, -43.2464869999999 -22.989637, -43.2466689999999 -22.989657, -43.246905 -22.989613, -43.247318 -22.9897609999999, -43.248032 -22.989697, -43.248279 -22.9902109999999, -43.247013 -22.9903169999999))"
VILA RAIZ OU LAJÃO,CV,"POLYGON((-43.248032 -22.989697, -43.247318 -22.9897609999999, -43.246905 -22.989613, -43.2466689999999 -22.989657, -43.2464869999999 -22.989637, -43.2462439999999 -22.9895299999999, -43.245886 -22.989455, -43.245672 -22.989316, -43.2455909999999 -22.9891039999999, -43.2456549999999 -22.9889459999999, -43.2457949999999 -22.9887629999999, -43.2457949999999 -22.988694, -43.245965 -22.9883889999999, -43.246298 -22.9883889999999, -43.2465119999999 -22.9884529999999, -43.2467109999999 -22.9885669999999, -43.246834 -22.9887249999999, -43.2471159999999 -22.988727, -43.247452 -22.988603, -43.2477299999999 -22.988666, -43.247784 -22.9888829999999, -43.2481749999999 -22.9890559999999, -43.2484969999999 -22.9892599999999, -43.248032 -22.989697))"
NOVA ESPERANÇA,CV,"POLYGON((-41.9330858 -22.5201911, -41.9366907 -22.5227677999999, -41.9335149999999 -22.5266526999999, -41.9314335999999 -22.5264147999999, -41.9300173999999 -22.5243535, -41.9298671999999 -22.5220146, -41.9302963 -22.5197153, -41.9320772999999 -22.5185657, -41.9330858 -22.5201911))"
BEIRA-RIO DE MANGUINHOS,CV,"POLYGON((-43.2484282999999 -22.8818924999999, -43.2455636999999 -22.8817046, -43.2459714 -22.8814179999999, -43.2505419 -22.8795003999999, -43.2495119 -22.882189, -43.2484282999999 -22.8818924999999))"
FAVELA ITAMBÉ,CV,"POLYGON((-43.2514191 -22.8503274, -43.2511507999999 -22.8502731, -43.250373 -22.8501098999999, -43.2499223999999 -22.8502581999999, -43.2497989999999 -22.8499022999999, -43.24974 -22.8498974, -43.2495522 -22.8499221, -43.2494986 -22.8497589999999, -43.2491553 -22.8496749, -43.2487958999999 -22.8489878, -43.2478303 -22.8492696, -43.2474976999999 -22.8484834999999, -43.2490051 -22.8481720999999, -43.2506949 -22.8478754999999, -43.2509577 -22.8478259999999, -43.2511239999999 -22.8478211, -43.251183 -22.8480139, -43.2513921999999 -22.8479793, -43.2514727 -22.8482215, -43.2514191 -22.8482511999999, -43.2515639 -22.8486713999999, -43.2512419999999 -22.8487307, -43.2512581 -22.8488245999999, -43.2514083 -22.8488048999999, -43.2514942 -22.8490371999999, -43.2520681999999 -22.8489135999999, -43.2521432999999 -22.8492251, -43.251977 -22.8492793999999, -43.2520251999999 -22.8493485999999, -43.2515371 -22.8493683999999, -43.2513600999999 -22.8494524999999, -43.2516122 -22.8495513, -43.251816 -22.8498628, -43.2514191 -22.8503274))"
FAVELA DO EVEREST,CV,"POLYGON((-43.2765395 -22.8713258999999, -43.2747532 -22.8713011999999, -43.2747371 -22.8715088, -43.2746298 -22.8718251, -43.2743669 -22.8719536, -43.2740451 -22.8719437, -43.2740772999999 -22.8716669999999, -43.2741953 -22.8713258999999, -43.2722641 -22.8709354, -43.271395 -22.8707279, -43.2714647999999 -22.8705449999999, -43.2716257 -22.8704559999999, -43.2717008 -22.8703522, -43.2718563999999 -22.8703522, -43.2720227 -22.8704066, -43.2720173 -22.8705203, -43.272366 -22.8705646999999, -43.2724464999999 -22.8704461, -43.2726771 -22.8704954999999, -43.2729560999999 -22.8706091999999, -43.2730847999999 -22.8707525999999, -43.2741308999999 -22.8710144999999, -43.2746190999999 -22.8710836999999, -43.2764483 -22.8710935999999, -43.2765395 -22.8713258999999))"
BAIRRO 13,CV,"POLYGON((-43.2800296 -22.8469623, -43.2801315 -22.8467793999999, -43.2820144999999 -22.8470191, -43.2823362999999 -22.8467324, -43.2824275 -22.8468015999999, -43.2826582 -22.8464999999999, -43.2831141999999 -22.8468460999999, -43.2833287 -22.8470735, -43.2836612999999 -22.8474788999999, -43.2831409999999 -22.8479187999999, -43.2830069 -22.8478347999999, -43.2829586 -22.8478742999999, -43.2827976999999 -22.8478249, -43.2825402 -22.8478249, -43.2820412999999 -22.8476272, -43.2816496999999 -22.8475233999999, -43.2814566 -22.8476074, -43.2811882999999 -22.8476074, -43.2810059 -22.8476469, -43.2808449999999 -22.847815, -43.2809468999999 -22.8478990999999, -43.2808236 -22.8481808, -43.2805284999999 -22.8481017, -43.2806196999999 -22.8478496, -43.2805499999999 -22.8477902999999, -43.2804856 -22.8476221999999, -43.2803676 -22.8475776999999, -43.2803031999999 -22.8474591, -43.2801906 -22.8474194999999, -43.2802414999999 -22.8472935, -43.2801664 -22.84716, -43.2800296 -22.8469623))"
MORRO DA PAZ,CV,"POLYGON((-43.2967439999999 -22.8448662, -43.2965776999999 -22.8447821999999, -43.2965025999999 -22.8446140999999, -43.2966635 -22.8445795, -43.2967171999999 -22.8446387999999, -43.2969049 -22.8443816999999, -43.2966474 -22.8442087, -43.2965561999999 -22.8442878, -43.2963523999999 -22.8442433, -43.2959983 -22.8442284999999, -43.2958427999999 -22.8444064999999, -43.2954832999999 -22.8442679999999, -43.295419 -22.8441443999999, -43.2954887 -22.8440901, -43.2954136 -22.8438725, -43.2952473 -22.8438626999999, -43.2952526999999 -22.8437587999999, -43.2954351 -22.8433633, -43.2953492 -22.8432447, -43.2953277999999 -22.8431409, -43.2950380999999 -22.8428491999999, -43.2952098 -22.8425971, -43.2974682 -22.8440802, -43.2967439999999 -22.8448662))"
LARGOA DO SAPO,CV,"POLYGON((-43.658521 -22.6493022999999, -43.6589501 -22.6487478, -43.6608813 -22.6491439, -43.661525 -22.6477576999999, -43.6631128999999 -22.6478764999999, -43.6642715999999 -22.6485102, -43.6650440999999 -22.6475201, -43.6668036 -22.6479557, -43.668134 -22.648431, -43.6695501999999 -22.6483517999999, -43.6689923 -22.6503716999999, -43.6692497999999 -22.6514013999999, -43.6677478 -22.6514806, -43.6660312 -22.6505696999999, -43.665602 -22.6512825999999, -43.6649583 -22.6504509, -43.6643574999999 -22.6511242, -43.6652587 -22.6519954999999, -43.665087 -22.6529856, -43.6622116999999 -22.651243, -43.6617396 -22.6504113, -43.659508 -22.6496587999999, -43.658521 -22.6493022999999))"
RECANTO DO SOL,CV,"POLYGON((-44.1319190999999 -22.5382802, -44.1308890999999 -22.5385577, -44.1297733 -22.5404205999999, -44.1282282999999 -22.5409953999999, -44.1276918999999 -22.541689, -44.1276918999999 -22.5422637, -44.1271555 -22.5434329999999, -44.127134 -22.5448994999999, -44.1264044 -22.5449788, -44.1250740999999 -22.5448598999999, -44.1251384 -22.5440672, -44.1253101 -22.5437501, -44.1264902999999 -22.5429771999999, -44.1270481999999 -22.5424421, -44.1272842 -22.5414908, -44.1283142 -22.5399846, -44.1290008 -22.5399449999999, -44.1298161999999 -22.5387162, -44.1304814 -22.5379432999999, -44.1312968 -22.5375271, -44.1321551 -22.5375468999999, -44.1321336 -22.5377253, -44.1319190999999 -22.5382802))"
BELO HORIZONTE,CV,"POLYGON((-44.2033579 -22.5072443999999, -44.2013623 -22.5075021, -44.1997744999999 -22.5082356, -44.1994311 -22.5060946999999, -44.1985620999999 -22.5061244, -44.1978647 -22.5063919999999, -44.197221 -22.5058964, -44.196985 -22.5059757, -44.1954292999999 -22.5082851999999, -44.1940774999999 -22.5084735, -44.1940667 -22.5079977, -44.193541 -22.5076309999999, -44.1924681 -22.5078291999999, -44.1921785 -22.5062333999999, -44.1923715999999 -22.5049647, -44.1934229999999 -22.5042907, -44.1937662999999 -22.5036959999999, -44.1946675 -22.5032995, -44.1950538 -22.5024074999999, -44.1951611 -22.5032004, -44.1956974999999 -22.5033392, -44.1960407999999 -22.5036365999999, -44.1962768999999 -22.5036959999999, -44.1964055999999 -22.5041123, -44.1973283 -22.5044493, -44.1981221999999 -22.5036564, -44.1978862 -22.5046674, -44.1997959 -22.505163, -44.2011262999999 -22.5052224, -44.2018343999999 -22.5054603, -44.2032077 -22.5054999999999, -44.2040875 -22.5053612, -44.2036153999999 -22.5063919999999, -44.2055037 -22.5070858, -44.2056967999999 -22.5076409, -44.2033579 -22.5072443999999))"
MORRO DO BRINQUEDO,CV,"POLYGON((-43.3558828 -22.8505058, -43.3526964 -22.8492699999999, -43.3529109 -22.8486866, -43.3520847999999 -22.8455648999999, -43.3534811 -22.8453279, -43.3539731 -22.8453547, -43.3544774 -22.8470454, -43.3547240999999 -22.8477374999999, -43.3550245 -22.847866, -43.3554859 -22.8476782, -43.3570736999999 -22.8494676999999, -43.3558828 -22.8505058))"
